"Engineering Mathematics I","Chemistry","Communication Techniques","Programming in C","Basic Electrical Engineering","Mechanical Workshop","Engineering
Mathematics II",Physics,"Engineering
Drawing","Object Oriented
Programming in C++","Applied
Mechanics I","Thermal 
Science","Engineering 
Mathematics III","Data Structure 
and Algorithms","Electrical
Engineering ",Network Theory,"Electronics
Devices and ",Logic Circuits,"Engineering 
Mathematics IV",Instrumentation,"Database Management 
Systems","Programming
Technology",Microprocessors,Project I,"Numerical
Methods","Probability and 
Statistics","Operating
Systems","Computer 
Architecture","Computer 
Graphics","Theory of
Computation",Simulation and Modeling,Data Communication,Object Oriented Software,Embedded Systems,Project II,Elective I,"Artificial
Intelligence","Engineering
Economics",Computer Network,"Image Processing and
Pattern Recognition","ICT Project 
Management",Elective II,"Digital Signal 
Analysis
Processing","Social and
Professional 
Issues in IT","Organization and
Management","Information
System",Project III,Elective III
1.711288711,3.42957043,2.688011988,2.828871129,3.828871129,4,2.871128871,0,1.15984016,1.589410589,0,2.957742258,2.441558442,2.859140859,1.54015984,1.288711289,0,3.600699301,1.54015984,3.3,3.828871129,3.27042957,2.871128871,4,3.600699301,1.54015984,2.871128871,3.27042957,2.871128871,3.042257742,2.828871129,2.741558442,3.471828172,1.15984016,3.828871129,3.871128871,3.042257742,0,3.042257742,1.711288711,2.7,3.140859141,0,2.7,3.399300699,1.15984016,3.7,3.528171828
1.714285714,3.428571429,2.685714286,2.828571429,3.828571429,4,2.871428571,0,1.157142857,1.585714286,0,2.957142857,2.442857143,2.857142857,1.542857143,1.285714286,0,3.6,1.542857143,3.3,3.828571429,3.271428571,2.871428571,4,3.6,1.542857143,2.871428571,3.271428571,2.871428571,3.042857143,2.828571429,2.742857143,3.471428571,1.157142857,3.828571429,3.871428571,3.042857143,0,3.042857143,1.714285714,2.7,3.142857143,0,2.7,3.4,1.157142857,3.7,3.528571429
1.717282717,3.427572428,2.683416583,2.828271728,3.828271728,4,2.871728272,0,1.154445554,1.582017982,0,2.956543457,2.444155844,2.855144855,1.545554446,1.282717283,0,3.599300699,1.545554446,3.3,3.828271728,3.272427572,2.871728272,4,3.599300699,1.545554446,2.871728272,3.272427572,2.871728272,3.043456543,2.828271728,2.744155844,3.471028971,1.154445554,3.828271728,3.871728272,3.043456543,0,3.043456543,1.717282717,2.7,3.144855145,0,2.7,3.400699301,1.154445554,3.7,3.528971029
1.72027972,3.426573427,2.681118881,2.827972028,3.827972028,4,2.872027972,0,1.151748252,1.578321678,0,2.955944056,2.445454545,2.853146853,1.548251748,1.27972028,0,3.598601399,1.548251748,3.3,3.827972028,3.273426573,2.872027972,4,3.598601399,1.548251748,2.872027972,3.273426573,2.872027972,3.044055944,2.827972028,2.745454545,3.470629371,1.151748252,3.827972028,3.872027972,3.044055944,0,3.044055944,1.72027972,2.7,3.146853147,0,2.7,3.401398601,1.151748252,3.7,3.529370629
1.723276723,3.425574426,2.678821179,2.827672328,3.827672328,4,2.872327672,0,1.149050949,1.574625375,0,2.955344655,2.446753247,2.851148851,1.550949051,1.276723277,0,3.597902098,1.550949051,3.3,3.827672328,3.274425574,2.872327672,4,3.597902098,1.550949051,2.872327672,3.274425574,2.872327672,3.044655345,2.827672328,2.746753247,3.47022977,1.149050949,3.827672328,3.872327672,3.044655345,0,3.044655345,1.723276723,2.7,3.148851149,0,2.7,3.402097902,1.149050949,3.7,3.52977023
1.726273726,3.424575425,2.676523477,2.827372627,3.827372627,4,2.872627373,0,1.146353646,1.570929071,0,2.954745255,2.448051948,2.849150849,1.553646354,1.273726274,0,3.597202797,1.553646354,3.3,3.827372627,3.275424575,2.872627373,4,3.597202797,1.553646354,2.872627373,3.275424575,2.872627373,3.045254745,2.827372627,2.748051948,3.46983017,1.146353646,3.827372627,3.872627373,3.045254745,0,3.045254745,1.726273726,2.7,3.150849151,0,2.7,3.402797203,1.146353646,3.7,3.53016983
1.729270729,3.423576424,2.674225774,2.827072927,3.827072927,4,2.872927073,0,1.143656344,1.567232767,0,2.954145854,2.449350649,2.847152847,1.556343656,1.270729271,0,3.596503497,1.556343656,3.3,3.827072927,3.276423576,2.872927073,4,3.596503497,1.556343656,2.872927073,3.276423576,2.872927073,3.045854146,2.827072927,2.749350649,3.469430569,1.143656344,3.827072927,3.872927073,3.045854146,0,3.045854146,1.729270729,2.7,3.152847153,0,2.7,3.403496503,1.143656344,3.7,3.530569431
1.732267732,3.422577423,2.671928072,2.826773227,3.826773227,4,2.873226773,0,1.140959041,1.563536464,0,2.953546454,2.450649351,2.845154845,1.559040959,1.267732268,0,3.595804196,1.559040959,3.3,3.826773227,3.277422577,2.873226773,4,3.595804196,1.559040959,2.873226773,3.277422577,2.873226773,3.046453546,2.826773227,2.750649351,3.469030969,1.140959041,3.826773227,3.873226773,3.046453546,0,3.046453546,1.732267732,2.7,3.154845155,0,2.7,3.404195804,1.140959041,3.7,3.530969031
1.735264735,3.421578422,2.66963037,2.826473526,3.826473526,4,2.873526474,0,1.138261738,1.55984016,0,2.952947053,2.451948052,2.843156843,1.561738262,1.264735265,0,3.595104895,1.561738262,3.3,3.826473526,3.278421578,2.873526474,4,3.595104895,1.561738262,2.873526474,3.278421578,2.873526474,3.047052947,2.826473526,2.751948052,3.468631369,1.138261738,3.826473526,3.873526474,3.047052947,0,3.047052947,1.735264735,2.7,3.156843157,0,2.7,3.404895105,1.138261738,3.7,3.531368631
1.738261738,3.420579421,2.667332667,2.826173826,3.826173826,4,2.873826174,0,1.135564436,1.556143856,0,2.952347652,2.453246753,2.841158841,1.564435564,1.261738262,0,3.594405594,1.564435564,3.3,3.826173826,3.279420579,2.873826174,4,3.594405594,1.564435564,2.873826174,3.279420579,2.873826174,3.047652348,2.826173826,2.753246753,3.468231768,1.135564436,3.826173826,3.873826174,3.047652348,0,3.047652348,1.738261738,2.7,3.158841159,0,2.7,3.405594406,1.135564436,3.7,3.531768232
1.741258741,3.41958042,2.665034965,2.825874126,3.825874126,4,2.874125874,0,1.132867133,1.552447552,0,2.951748252,2.454545455,2.839160839,1.567132867,1.258741259,0,3.593706294,1.567132867,3.3,3.825874126,3.28041958,2.874125874,4,3.593706294,1.567132867,2.874125874,3.28041958,2.874125874,3.048251748,2.825874126,2.754545455,3.467832168,1.132867133,3.825874126,3.874125874,3.048251748,0,3.048251748,1.741258741,2.7,3.160839161,0,2.7,3.406293706,1.132867133,3.7,3.532167832
1.744255744,3.418581419,2.662737263,2.825574426,3.825574426,4,2.874425574,0,1.13016983,1.548751249,0,2.951148851,2.455844156,2.837162837,1.56983017,1.255744256,0,3.593006993,1.56983017,3.3,3.825574426,3.281418581,2.874425574,4,3.593006993,1.56983017,2.874425574,3.281418581,2.874425574,3.048851149,2.825574426,2.755844156,3.467432567,1.13016983,3.825574426,3.874425574,3.048851149,0,3.048851149,1.744255744,2.7,3.162837163,0,2.7,3.406993007,1.13016983,3.7,3.532567433
1.747252747,3.417582418,2.66043956,2.825274725,3.825274725,4,2.874725275,0,1.127472527,1.545054945,0,2.950549451,2.457142857,2.835164835,1.572527473,1.252747253,0,3.592307692,1.572527473,3.3,3.825274725,3.282417582,2.874725275,4,3.592307692,1.572527473,2.874725275,3.282417582,2.874725275,3.049450549,2.825274725,2.757142857,3.467032967,1.127472527,3.825274725,3.874725275,3.049450549,0,3.049450549,1.747252747,2.7,3.164835165,0,2.7,3.407692308,1.127472527,3.7,3.532967033
1.75024975,3.416583417,2.658141858,2.824975025,3.824975025,4,2.875024975,0,1.124775225,1.541358641,0,2.94995005,2.458441558,2.833166833,1.575224775,1.24975025,0,3.591608392,1.575224775,3.3,3.824975025,3.283416583,2.875024975,4,3.591608392,1.575224775,2.875024975,3.283416583,2.875024975,3.05004995,2.824975025,2.758441558,3.466633367,1.124775225,3.824975025,3.875024975,3.05004995,0,3.05004995,1.75024975,2.7,3.166833167,0,2.7,3.408391608,1.124775225,3.7,3.533366633
1.753246753,3.415584416,2.655844156,2.824675325,3.824675325,4,2.875324675,0,1.122077922,1.537662338,0,2.949350649,2.45974026,2.831168831,1.577922078,1.246753247,0,3.590909091,1.577922078,3.3,3.824675325,3.284415584,2.875324675,4,3.590909091,1.577922078,2.875324675,3.284415584,2.875324675,3.050649351,2.824675325,2.75974026,3.466233766,1.122077922,3.824675325,3.875324675,3.050649351,0,3.050649351,1.753246753,2.7,3.168831169,0,2.7,3.409090909,1.122077922,3.7,3.533766234
1.756243756,3.414585415,2.653546454,2.824375624,3.824375624,4,2.875624376,0,1.119380619,1.533966034,0,2.948751249,2.461038961,2.829170829,1.580619381,1.243756244,0,3.59020979,1.580619381,3.3,3.824375624,3.285414585,2.875624376,4,3.59020979,1.580619381,2.875624376,3.285414585,2.875624376,3.051248751,2.824375624,2.761038961,3.465834166,1.119380619,3.824375624,3.875624376,3.051248751,0,3.051248751,1.756243756,2.7,3.170829171,0,2.7,3.40979021,1.119380619,3.7,3.534165834
1.759240759,3.413586414,2.651248751,2.824075924,3.824075924,4,2.875924076,0,1.116683317,1.53026973,0,2.948151848,2.462337662,2.827172827,1.583316683,1.240759241,0,3.58951049,1.583316683,3.3,3.824075924,3.286413586,2.875924076,4,3.58951049,1.583316683,2.875924076,3.286413586,2.875924076,3.051848152,2.824075924,2.762337662,3.465434565,1.116683317,3.824075924,3.875924076,3.051848152,0,3.051848152,1.759240759,2.7,3.172827173,0,2.7,3.41048951,1.116683317,3.7,3.534565435
1.762237762,3.412587413,2.648951049,2.823776224,3.823776224,4,2.876223776,0,1.113986014,1.526573427,0,2.947552448,2.463636364,2.825174825,1.586013986,1.237762238,0,3.588811189,1.586013986,3.3,3.823776224,3.287412587,2.876223776,4,3.588811189,1.586013986,2.876223776,3.287412587,2.876223776,3.052447552,2.823776224,2.763636364,3.465034965,1.113986014,3.823776224,3.876223776,3.052447552,0,3.052447552,1.762237762,2.7,3.174825175,0,2.7,3.411188811,1.113986014,3.7,3.534965035
1.765234765,3.411588412,2.646653347,2.823476523,3.823476523,4,2.876523477,0,1.111288711,1.522877123,0,2.946953047,2.464935065,2.823176823,1.588711289,1.234765235,0,3.588111888,1.588711289,3.3,3.823476523,3.288411588,2.876523477,4,3.588111888,1.588711289,2.876523477,3.288411588,2.876523477,3.053046953,2.823476523,2.764935065,3.464635365,1.111288711,3.823476523,3.876523477,3.053046953,0,3.053046953,1.765234765,2.7,3.176823177,0,2.7,3.411888112,1.111288711,3.7,3.535364635
1.768231768,3.410589411,2.644355644,2.823176823,3.823176823,4,2.876823177,0,1.108591409,1.519180819,0,2.946353646,2.466233766,2.821178821,1.591408591,1.231768232,0,3.587412587,1.591408591,3.3,3.823176823,3.289410589,2.876823177,4,3.587412587,1.591408591,2.876823177,3.289410589,2.876823177,3.053646354,2.823176823,2.766233766,3.464235764,1.108591409,3.823176823,3.876823177,3.053646354,0,3.053646354,1.768231768,2.7,3.178821179,0,2.7,3.412587413,1.108591409,3.7,3.535764236
1.771228771,3.40959041,2.642057942,2.822877123,3.822877123,4,2.877122877,0,1.105894106,1.515484515,0,2.945754246,2.467532468,2.819180819,1.594105894,1.228771229,0,3.586713287,1.594105894,3.3,3.822877123,3.29040959,2.877122877,4,3.586713287,1.594105894,2.877122877,3.29040959,2.877122877,3.054245754,2.822877123,2.767532468,3.463836164,1.105894106,3.822877123,3.877122877,3.054245754,0,3.054245754,1.771228771,2.7,3.180819181,0,2.7,3.413286713,1.105894106,3.7,3.536163836
1.774225774,3.408591409,2.63976024,2.822577423,3.822577423,4,2.877422577,0,1.103196803,1.511788212,0,2.945154845,2.468831169,2.817182817,1.596803197,1.225774226,0,3.586013986,1.596803197,3.3,3.822577423,3.291408591,2.877422577,4,3.586013986,1.596803197,2.877422577,3.291408591,2.877422577,3.054845155,2.822577423,2.768831169,3.463436563,1.103196803,3.822577423,3.877422577,3.054845155,0,3.054845155,1.774225774,2.7,3.182817183,0,2.7,3.413986014,1.103196803,3.7,3.536563437
1.777222777,3.407592408,2.637462537,2.822277722,3.822277722,4,2.877722278,0,1.1004995,1.508091908,0,2.944555445,2.47012987,2.815184815,1.5995005,1.222777223,0,3.585314685,1.5995005,3.3,3.822277722,3.292407592,2.877722278,4,3.585314685,1.5995005,2.877722278,3.292407592,2.877722278,3.055444555,2.822277722,2.77012987,3.463036963,1.1004995,3.822277722,3.877722278,3.055444555,0,3.055444555,1.777222777,2.7,3.184815185,0,2.7,3.414685315,1.1004995,3.7,3.536963037
1.78021978,3.406593407,2.635164835,2.821978022,3.821978022,4,2.878021978,0,1.097802198,1.504395604,0,2.943956044,2.471428571,2.813186813,1.602197802,1.21978022,0,3.584615385,1.602197802,3.3,3.821978022,3.293406593,2.878021978,4,3.584615385,1.602197802,2.878021978,3.293406593,2.878021978,3.056043956,2.821978022,2.771428571,3.462637363,1.097802198,3.821978022,3.878021978,3.056043956,0,3.056043956,1.78021978,2.7,3.186813187,0,2.7,3.415384615,1.097802198,3.7,3.537362637
1.783216783,3.405594406,2.632867133,2.821678322,3.821678322,4,2.878321678,0,1.095104895,1.500699301,0,2.943356643,2.472727273,2.811188811,1.604895105,1.216783217,0,3.583916084,1.604895105,3.3,3.821678322,3.294405594,2.878321678,4,3.583916084,1.604895105,2.878321678,3.294405594,2.878321678,3.056643357,2.821678322,2.772727273,3.462237762,1.095104895,3.821678322,3.878321678,3.056643357,0,3.056643357,1.783216783,2.7,3.188811189,0,2.7,3.416083916,1.095104895,3.7,3.537762238
1.786213786,3.404595405,2.630569431,2.821378621,3.821378621,4,2.878621379,0,1.092407592,1.497002997,0,2.942757243,2.474025974,2.809190809,1.607592408,1.213786214,0,3.583216783,1.607592408,3.3,3.821378621,3.295404595,2.878621379,4,3.583216783,1.607592408,2.878621379,3.295404595,2.878621379,3.057242757,2.821378621,2.774025974,3.461838162,1.092407592,3.821378621,3.878621379,3.057242757,0,3.057242757,1.786213786,2.7,3.190809191,0,2.7,3.416783217,1.092407592,3.7,3.538161838
1.789210789,3.403596404,2.628271728,2.821078921,3.821078921,4,2.878921079,0,1.08971029,1.493306693,0,2.942157842,2.475324675,2.807192807,1.61028971,1.210789211,0,3.582517483,1.61028971,3.3,3.821078921,3.296403596,2.878921079,4,3.582517483,1.61028971,2.878921079,3.296403596,2.878921079,3.057842158,2.821078921,2.775324675,3.461438561,1.08971029,3.821078921,3.878921079,3.057842158,0,3.057842158,1.789210789,2.7,3.192807193,0,2.7,3.417482517,1.08971029,3.7,3.538561439
1.792207792,3.402597403,2.625974026,2.820779221,3.820779221,4,2.879220779,0,1.087012987,1.48961039,0,2.941558442,2.476623377,2.805194805,1.612987013,1.207792208,0,3.581818182,1.612987013,3.3,3.820779221,3.297402597,2.879220779,4,3.581818182,1.612987013,2.879220779,3.297402597,2.879220779,3.058441558,2.820779221,2.776623377,3.461038961,1.087012987,3.820779221,3.879220779,3.058441558,0,3.058441558,1.792207792,2.7,3.194805195,0,2.7,3.418181818,1.087012987,3.7,3.538961039
1.795204795,3.401598402,2.623676324,2.82047952,3.82047952,4,2.87952048,0,1.084315684,1.485914086,0,2.940959041,2.477922078,2.803196803,1.615684316,1.204795205,0,3.581118881,1.615684316,3.3,3.82047952,3.298401598,2.87952048,4,3.581118881,1.615684316,2.87952048,3.298401598,2.87952048,3.059040959,2.82047952,2.777922078,3.460639361,1.084315684,3.82047952,3.87952048,3.059040959,0,3.059040959,1.795204795,2.7,3.196803197,0,2.7,3.418881119,1.084315684,3.7,3.539360639
1.798201798,3.400599401,2.621378621,2.82017982,3.82017982,4,2.87982018,0,1.081618382,1.482217782,0,2.94035964,2.479220779,2.801198801,1.618381618,1.201798202,0,3.58041958,1.618381618,3.3,3.82017982,3.299400599,2.87982018,4,3.58041958,1.618381618,2.87982018,3.299400599,2.87982018,3.05964036,2.82017982,2.779220779,3.46023976,1.081618382,3.82017982,3.87982018,3.05964036,0,3.05964036,1.798201798,2.7,3.198801199,0,2.7,3.41958042,1.081618382,3.7,3.53976024
1.801198801,3.3996004,2.619080919,2.81988012,3.81988012,4,2.88011988,0,1.078921079,1.478521479,0,2.93976024,2.480519481,2.799200799,1.621078921,1.198801199,0,3.57972028,1.621078921,3.3,3.81988012,3.3003996,2.88011988,4,3.57972028,1.621078921,2.88011988,3.3003996,2.88011988,3.06023976,2.81988012,2.780519481,3.45984016,1.078921079,3.81988012,3.88011988,3.06023976,0,3.06023976,1.801198801,2.7,3.200799201,0,2.7,3.42027972,1.078921079,3.7,3.54015984
1.804195804,3.398601399,2.616783217,2.81958042,3.81958042,4,2.88041958,0,1.076223776,1.474825175,0,2.939160839,2.481818182,2.797202797,1.623776224,1.195804196,0,3.579020979,1.623776224,3.3,3.81958042,3.301398601,2.88041958,4,3.579020979,1.623776224,2.88041958,3.301398601,2.88041958,3.060839161,2.81958042,2.781818182,3.459440559,1.076223776,3.81958042,3.88041958,3.060839161,0,3.060839161,1.804195804,2.7,3.202797203,0,2.7,3.420979021,1.076223776,3.7,3.540559441
1.807192807,3.397602398,2.614485514,2.819280719,3.819280719,4,2.880719281,0,1.073526474,1.471128871,0,2.938561439,2.483116883,2.795204795,1.626473526,1.192807193,0,3.578321678,1.626473526,3.3,3.819280719,3.302397602,2.880719281,4,3.578321678,1.626473526,2.880719281,3.302397602,2.880719281,3.061438561,2.819280719,2.783116883,3.459040959,1.073526474,3.819280719,3.880719281,3.061438561,0,3.061438561,1.807192807,2.7,3.204795205,0,2.7,3.421678322,1.073526474,3.7,3.540959041
1.81018981,3.396603397,2.612187812,2.818981019,3.818981019,4,2.881018981,0,1.070829171,1.467432567,0,2.937962038,2.484415584,2.793206793,1.629170829,1.18981019,0,3.577622378,1.629170829,3.3,3.818981019,3.303396603,2.881018981,4,3.577622378,1.629170829,2.881018981,3.303396603,2.881018981,3.062037962,2.818981019,2.784415584,3.458641359,1.070829171,3.818981019,3.881018981,3.062037962,0,3.062037962,1.81018981,2.7,3.206793207,0,2.7,3.422377622,1.070829171,3.7,3.541358641
1.813186813,3.395604396,2.60989011,2.818681319,3.818681319,4,2.881318681,0,1.068131868,1.463736264,0,2.937362637,2.485714286,2.791208791,1.631868132,1.186813187,0,3.576923077,1.631868132,3.3,3.818681319,3.304395604,2.881318681,4,3.576923077,1.631868132,2.881318681,3.304395604,2.881318681,3.062637363,2.818681319,2.785714286,3.458241758,1.068131868,3.818681319,3.881318681,3.062637363,0,3.062637363,1.813186813,2.7,3.208791209,0,2.7,3.423076923,1.068131868,3.7,3.541758242
1.816183816,3.394605395,2.607592408,2.818381618,3.818381618,4,2.881618382,0,1.065434565,1.46003996,0,2.936763237,2.487012987,2.789210789,1.634565435,1.183816184,0,3.576223776,1.634565435,3.3,3.818381618,3.305394605,2.881618382,4,3.576223776,1.634565435,2.881618382,3.305394605,2.881618382,3.063236763,2.818381618,2.787012987,3.457842158,1.065434565,3.818381618,3.881618382,3.063236763,0,3.063236763,1.816183816,2.7,3.210789211,0,2.7,3.423776224,1.065434565,3.7,3.542157842
1.819180819,3.393606394,2.605294705,2.818081918,3.818081918,4,2.881918082,0,1.062737263,1.456343656,0,2.936163836,2.488311688,2.787212787,1.637262737,1.180819181,0,3.575524476,1.637262737,3.3,3.818081918,3.306393606,2.881918082,4,3.575524476,1.637262737,2.881918082,3.306393606,2.881918082,3.063836164,2.818081918,2.788311688,3.457442557,1.062737263,3.818081918,3.881918082,3.063836164,0,3.063836164,1.819180819,2.7,3.212787213,0,2.7,3.424475524,1.062737263,3.7,3.542557443
1.822177822,3.392607393,2.602997003,2.817782218,3.817782218,4,2.882217782,0,1.06003996,1.452647353,0,2.935564436,2.48961039,2.785214785,1.63996004,1.177822178,0,3.574825175,1.63996004,3.3,3.817782218,3.307392607,2.882217782,4,3.574825175,1.63996004,2.882217782,3.307392607,2.882217782,3.064435564,2.817782218,2.78961039,3.457042957,1.06003996,3.817782218,3.882217782,3.064435564,0,3.064435564,1.822177822,2.7,3.214785215,0,2.7,3.425174825,1.06003996,3.7,3.542957043
1.825174825,3.391608392,2.600699301,2.817482517,3.817482517,4,2.882517483,0,1.057342657,1.448951049,0,2.934965035,2.490909091,2.783216783,1.642657343,1.174825175,0,3.574125874,1.642657343,3.3,3.817482517,3.308391608,2.882517483,4,3.574125874,1.642657343,2.882517483,3.308391608,2.882517483,3.065034965,2.817482517,2.790909091,3.456643357,1.057342657,3.817482517,3.882517483,3.065034965,0,3.065034965,1.825174825,2.7,3.216783217,0,2.7,3.425874126,1.057342657,3.7,3.543356643
1.828171828,3.390609391,2.598401598,2.817182817,3.817182817,4,2.882817183,0,1.054645355,1.445254745,0,2.934365634,2.492207792,2.781218781,1.645354645,1.171828172,0,3.573426573,1.645354645,3.3,3.817182817,3.309390609,2.882817183,4,3.573426573,1.645354645,2.882817183,3.309390609,2.882817183,3.065634366,2.817182817,2.792207792,3.456243756,1.054645355,3.817182817,3.882817183,3.065634366,0,3.065634366,1.828171828,2.7,3.218781219,0,2.7,3.426573427,1.054645355,3.7,3.543756244
1.831168831,3.38961039,2.596103896,2.816883117,3.816883117,4,2.883116883,0,1.051948052,1.441558442,0,2.933766234,2.493506494,2.779220779,1.648051948,1.168831169,0,3.572727273,1.648051948,3.3,3.816883117,3.31038961,2.883116883,4,3.572727273,1.648051948,2.883116883,3.31038961,2.883116883,3.066233766,2.816883117,2.793506494,3.455844156,1.051948052,3.816883117,3.883116883,3.066233766,0,3.066233766,1.831168831,2.7,3.220779221,0,2.7,3.427272727,1.051948052,3.7,3.544155844
1.834165834,3.388611389,2.593806194,2.816583417,3.816583417,4,2.883416583,0,1.049250749,1.437862138,0,2.933166833,2.494805195,2.777222777,1.650749251,1.165834166,0,3.572027972,1.650749251,3.3,3.816583417,3.311388611,2.883416583,4,3.572027972,1.650749251,2.883416583,3.311388611,2.883416583,3.066833167,2.816583417,2.794805195,3.455444555,1.049250749,3.816583417,3.883416583,3.066833167,0,3.066833167,1.834165834,2.7,3.222777223,0,2.7,3.427972028,1.049250749,3.7,3.544555445
1.837162837,3.387612388,2.591508492,2.816283716,3.816283716,4,2.883716284,0,1.046553447,1.434165834,0,2.932567433,2.496103896,2.775224775,1.653446553,1.162837163,0,3.571328671,1.653446553,3.3,3.816283716,3.312387612,2.883716284,4,3.571328671,1.653446553,2.883716284,3.312387612,2.883716284,3.067432567,2.816283716,2.796103896,3.455044955,1.046553447,3.816283716,3.883716284,3.067432567,0,3.067432567,1.837162837,2.7,3.224775225,0,2.7,3.428671329,1.046553447,3.7,3.544955045
